api_source,module_name,functional_cluster,api_order_in_module,api_name,signature,description,seen_in_examples,mapped_api_found,mapping_relation,associated_mapped_apis
driver,Error Handling,error_handling,1,cuGetErrorName,"CUresult cuGetErrorName ( CUresult error , const char** pStr )",Gets the string representation of an error code enum name.,no,,,
driver,Error Handling,error_handling,2,cuGetErrorString,"CUresult cuGetErrorString ( CUresult error , const char** pStr )",Gets the string description of an error code.,no,,,
driver,Initialization,runtime_or_driver_state,1,cuInit,CUresult cuInit ( unsigned int Flags ),"Initialize the CUDA driver API Initializes the driver API and must be called before any other function from the driver API in the current process. Currently, the Flags parameter must be 0. If cuInit() has not been called, any function from the driver API will return CUDA_ERROR_NOT_INITIALIZED.",no,,,
driver,Version Management,runtime_or_driver_state,1,cuDriverGetVersion,CUresult cuDriverGetVersion ( int* driverVersion ),Returns the latest CUDA version supported by driver.,no,,,
driver,Device Management,device_and_context,1,cuDeviceGet,"CUresult cuDeviceGet ( CUdevice * device , int ordinal )",Returns a handle to a compute device.,yes,no,none,
driver,Device Management,device_and_context,2,cuDeviceGetAttribute,"CUresult cuDeviceGetAttribute ( int* pi , CUdevice_attribute attrib , CUdevice dev )",Returns information about the device.,yes,yes,one_to_many,cudaDeviceGetAttribute;cudaGetDeviceProperties
driver,Device Management,device_and_context,3,cuDeviceGetCount,CUresult cuDeviceGetCount ( int* count ),Returns the number of compute-capable devices.,yes,no,none,
driver,Device Management,device_and_context,4,cuDeviceGetDefaultMemPool,"CUresult cuDeviceGetDefaultMemPool ( CUmemoryPool * pool_out , CUdevice dev )",Returns the default mempool of a device.,yes,yes,one_to_one,cudaDeviceGetDefaultMemPool
driver,Device Management,device_and_context,5,cuDeviceGetExecAffinitySupport,"CUresult cuDeviceGetExecAffinitySupport ( int* pi , CUexecAffinityType type , CUdevice dev )",Returns information about the execution affinity support of the device.,no,,,
driver,Device Management,device_and_context,6,cuDeviceGetLuid,"CUresult cuDeviceGetLuid ( char* luid , unsigned int* deviceNodeMask , CUdevice dev )",Return an LUID and device node mask for the device.,yes,no,none,
driver,Device Management,device_and_context,7,cuDeviceGetMemPool,"CUresult cuDeviceGetMemPool ( CUmemoryPool * pool , CUdevice dev )",Gets the current mempool for a device.,yes,yes,one_to_one,cudaDeviceGetMemPool
driver,Device Management,device_and_context,8,cuDeviceGetName,"CUresult cuDeviceGetName ( char* name , int len , CUdevice dev )",Returns an identifier string for the device.,yes,no,none,
driver,Device Management,device_and_context,9,cuDeviceGetNvSciSyncAttributes,"CUresult cuDeviceGetNvSciSyncAttributes ( void* nvSciSyncAttrList , CUdevice dev , int flags )",Return NvSciSync attributes that this device can support.,no,,,
driver,Device Management,device_and_context,10,cuDeviceGetTexture1DLinearMaxWidth,"CUresult cuDeviceGetTexture1DLinearMaxWidth ( size_t* maxWidthInElements , CUarray_format format , unsigned numChannels , CUdevice dev )",Returns the maximum number of elements allocatable in a 1D linear texture for a given texture element size.,yes,yes,one_to_one,cudaDeviceGetTexture1DLinearMaxWidth
driver,Device Management,device_and_context,11,cuDeviceGetUuid,"CUresult cuDeviceGetUuid ( CUuuid* uuid , CUdevice dev )",Return an UUID for the device.,yes,no,none,
driver,Device Management,device_and_context,12,cuDeviceGetUuid_v2,"CUresult cuDeviceGetUuid_v2 ( CUuuid* uuid , CUdevice dev )",Return an UUID for the device (11.4+).,yes,no,none,
driver,Device Management,device_and_context,13,cuDeviceSetMemPool,"CUresult cuDeviceSetMemPool ( CUdevice dev , CUmemoryPool pool )",Sets the current memory pool of a device.,yes,yes,one_to_one,cudaDeviceSetMemPool
driver,Device Management,device_and_context,14,cuDeviceTotalMem,"CUresult cuDeviceTotalMem ( size_t* bytes , CUdevice dev )",Returns the total amount of memory on the device.,yes,no,none,
driver,Device Management,device_and_context,15,cuFlushGPUDirectRDMAWrites,"CUresult cuFlushGPUDirectRDMAWrites ( CUflushGPUDirectRDMAWritesTarget target , CUflushGPUDirectRDMAWritesScope scope )",Blocks until remote writes are visible to the specified scope.,yes,yes,one_to_one,cudaDeviceFlushGPUDirectRDMAWrites
driver,Primary Context Management,device_and_context,1,cuDevicePrimaryCtxGetState,"CUresult cuDevicePrimaryCtxGetState ( CUdevice dev , unsigned int* flags , int* active )",Get the state of the primary context.,yes,yes,one_to_one,cudaGetDeviceFlags
driver,Primary Context Management,device_and_context,2,cuDevicePrimaryCtxRelease,CUresult cuDevicePrimaryCtxRelease ( CUdevice dev ),Release the primary context on the GPU.,no,,,
driver,Primary Context Management,device_and_context,3,cuDevicePrimaryCtxReset,CUresult cuDevicePrimaryCtxReset ( CUdevice dev ),Destroy all allocations and reset all state on the primary context.,yes,yes,one_to_one,cudaDeviceReset
driver,Primary Context Management,device_and_context,4,cuDevicePrimaryCtxRetain,"CUresult cuDevicePrimaryCtxRetain ( CUcontext * pctx , CUdevice dev )",Retain the primary context on the GPU.,yes,yes,one_to_many,cudaMalloc;cudaSetDevice;cudaSetDeviceFlags
driver,Primary Context Management,device_and_context,5,cuDevicePrimaryCtxSetFlags,"CUresult cuDevicePrimaryCtxSetFlags ( CUdevice dev , unsigned int flags )",Set flags for the primary context.,yes,yes,one_to_one,cudaSetDeviceFlags
driver,Context Management,device_and_context,1,cuCtxCreate,"CUresult cuCtxCreate ( CUcontext * pctx , unsigned int flags , CUdevice dev )",Create a CUDA context.,no,,,
driver,Context Management,device_and_context,2,cuCtxCreate_v3,"CUresult cuCtxCreate_v3 ( CUcontext * pctx , CUexecAffinityParam * paramsArray , int numParams , unsigned int flags , CUdevice dev )",Create a CUDA context with execution affinity.,no,,,
driver,Context Management,device_and_context,3,cuCtxCreate_v4,"CUresult cuCtxCreate_v4 ( CUcontext * pctx , CUctxCreateParams * ctxCreateParams , unsigned int flags , CUdevice dev )",Create a CUDA context.,no,,,
driver,Context Management,device_and_context,4,cuCtxDestroy,CUresult cuCtxDestroy ( CUcontext ctx ),Destroy a CUDA context.,no,,,
driver,Context Management,device_and_context,5,cuCtxGetApiVersion,"CUresult cuCtxGetApiVersion ( CUcontext ctx , unsigned int* version )",Gets the context's API version.,yes,yes,one_to_many,cudaDeviceGetCacheConfig;cudaDeviceReset
driver,Context Management,device_and_context,6,cuCtxGetCacheConfig,CUresult cuCtxGetCacheConfig ( CUfunc_cache * pconfig ),Returns the preferred cache configuration for the current context.,yes,yes,one_to_one,cudaDeviceGetCacheConfig
driver,Context Management,device_and_context,7,cuCtxGetCurrent,CUresult cuCtxGetCurrent ( CUcontext * pctx ),Returns the CUDA context bound to the calling CPU thread.,yes,yes,one_to_many,cudaDeviceGetCacheConfig;cudaDeviceReset;cudaGetDeviceFlags;cudaGraphAddKernelNode;cudaGraphAddMemcpyNode1D;cudaGraphAddMemcpyNodeFromSymbol;cudaGraphAddMemcpyNodeToSymbol;cudaGraphAddMemsetNode;cudaGraphExecKernelNodeSetParams;cudaGraphExecMemcpyNodeSetParams1D;cudaGraphExecMemcpyNodeSetParamsFromSymbol;cudaGraphExecMemcpyNodeSetParamsToSymbol;cudaGraphExecMemsetNodeSetParams;cudaGraphKernelNodeSetParams;cudaMalloc;cudaSetDevice;cudaSetDeviceFlags
driver,Context Management,device_and_context,8,cuCtxGetDevice,CUresult cuCtxGetDevice ( CUdevice * device ),Returns the device ID for the current context.,yes,yes,one_to_many,cudaGetDevice;cudaMalloc;cudaSetDevice;cudaSetDeviceFlags
driver,Context Management,device_and_context,9,cuCtxGetExecAffinity,"CUresult cuCtxGetExecAffinity ( CUexecAffinityParam * pExecAffinity , CUexecAffinityType type )",Returns the execution affinity setting for the current context.,no,,,
driver,Context Management,device_and_context,10,cuCtxGetFlags,CUresult cuCtxGetFlags ( unsigned int* flags ),Returns the flags for the current context.,no,,,
driver,Context Management,device_and_context,11,cuCtxGetId,"CUresult cuCtxGetId ( CUcontext ctx , unsigned long long* ctxId )",Returns the unique Id associated with the context supplied.,no,,,
driver,Context Management,device_and_context,12,cuCtxGetLimit,"CUresult cuCtxGetLimit ( size_t* pvalue , CUlimit limit )",Returns resource limits.,yes,yes,one_to_one,cudaDeviceGetLimit
driver,Context Management,device_and_context,13,cuCtxGetStreamPriorityRange,"CUresult cuCtxGetStreamPriorityRange ( int* leastPriority , int* greatestPriority )",Returns numerical values that correspond to the least and greatest stream priorities.,yes,yes,one_to_one,cudaDeviceGetStreamPriorityRange
driver,Context Management,device_and_context,14,cuCtxPopCurrent,CUresult cuCtxPopCurrent ( CUcontext * pctx ),Pops the current CUDA context from the current CPU thread.,yes,yes,one_to_many,cudaFuncGetAttributes;cudaGraphAddKernelNode;cudaGraphAddMemcpyNodeToSymbol;cudaInitDevice;cudaLaunchKernel;cudaMemcpyToSymbol
driver,Context Management,device_and_context,15,cuCtxPushCurrent,CUresult cuCtxPushCurrent ( CUcontext ctx ),Pushes a context on the current CPU thread.,yes,yes,one_to_many,cudaFuncGetAttributes;cudaGraphAddKernelNode;cudaGraphAddMemcpyNodeToSymbol;cudaInitDevice;cudaLaunchKernel;cudaMemcpyToSymbol
driver,Context Management,device_and_context,16,cuCtxRecordEvent,"CUresult cuCtxRecordEvent ( CUcontext hCtx , CUevent hEvent )",Records an event.,no,,,
driver,Context Management,device_and_context,17,cuCtxResetPersistingL2Cache,CUresult cuCtxResetPersistingL2Cache ( void ),Resets all persisting lines in cache to normal status.,no,,,
driver,Context Management,device_and_context,18,cuCtxSetCacheConfig,CUresult cuCtxSetCacheConfig ( CUfunc_cache config ),Sets the preferred cache configuration for the current context.,yes,yes,one_to_one,cudaDeviceSetCacheConfig
driver,Context Management,device_and_context,19,cuCtxSetCurrent,CUresult cuCtxSetCurrent ( CUcontext ctx ),Binds the specified CUDA context to the calling CPU thread.,yes,yes,one_to_many,cudaDeviceGetCacheConfig;cudaMalloc;cudaSetDevice;cudaSetDeviceFlags;cudaSetValidDevices
driver,Context Management,device_and_context,20,cuCtxSetFlags,CUresult cuCtxSetFlags ( unsigned int flags ),Sets the flags for the current context.,no,,,
driver,Context Management,device_and_context,21,cuCtxSetLimit,"CUresult cuCtxSetLimit ( CUlimit limit , size_t value )",Set resource limits.,yes,yes,one_to_one,cudaDeviceSetLimit
driver,Context Management,device_and_context,22,cuCtxSynchronize,CUresult cuCtxSynchronize ( void ),Block for the current context's tasks to complete.,yes,yes,one_to_one,cudaDeviceSynchronize
driver,Context Management,device_and_context,23,cuCtxWaitEvent,"CUresult cuCtxWaitEvent ( CUcontext hCtx , CUevent hEvent )",Make a context wait on an event.,no,,,
driver,Module Management,module_library_entrypoint,1,cuLinkAddData,"CUresult cuLinkAddData ( CUlinkState state , CUjitInputType type , void* data , size_t size , const char* name , unsigned int numOptions , CUjit_option * options , void** optionValues )",Add an input to a pending linker invocation.,no,,,
driver,Module Management,module_library_entrypoint,2,cuLinkAddFile,"CUresult cuLinkAddFile ( CUlinkState state , CUjitInputType type , const char* path , unsigned int numOptions , CUjit_option * options , void** optionValues )",Add a file input to a pending linker invocation.,no,,,
driver,Module Management,module_library_entrypoint,3,cuLinkComplete,"CUresult cuLinkComplete ( CUlinkState state , void** cubinOut , size_t* sizeOut )",Complete a pending linker invocation.,no,,,
driver,Module Management,module_library_entrypoint,4,cuLinkCreate,"CUresult cuLinkCreate ( unsigned int numOptions , CUjit_option * options , void** optionValues , CUlinkState* stateOut )",Creates a pending JIT linker invocation.,no,,,
driver,Module Management,module_library_entrypoint,5,cuLinkDestroy,CUresult cuLinkDestroy ( CUlinkState state ),Destroys state for a JIT linker invocation.,no,,,
driver,Module Management,module_library_entrypoint,6,cuModuleEnumerateFunctions,"CUresult cuModuleEnumerateFunctions ( CUfunction * functions , unsigned int numFunctions , CUmodule mod )",Returns the function handles within a module.,no,,,
driver,Module Management,module_library_entrypoint,7,cuModuleGetFunction,"CUresult cuModuleGetFunction ( CUfunction * hfunc , CUmodule hmod , const char* name )",Returns a function handle.,yes,yes,one_to_many,cudaFuncGetAttributes;cudaGraphAddKernelNode;cudaLaunchKernel
driver,Module Management,module_library_entrypoint,8,cuModuleGetFunctionCount,"CUresult cuModuleGetFunctionCount ( unsigned int* count , CUmodule mod )",Returns the number of functions within a module.,no,,,
driver,Module Management,module_library_entrypoint,9,cuModuleGetGlobal,"CUresult cuModuleGetGlobal ( CUdeviceptr * dptr , size_t* bytes , CUmodule hmod , const char* name )",Returns a global pointer from a module.,yes,yes,one_to_many,cudaGetSymbolSize;cudaGraphAddMemcpyNodeFromSymbol;cudaGraphAddMemcpyNodeToSymbol;cudaGraphExecMemcpyNodeSetParamsFromSymbol;cudaGraphExecMemcpyNodeSetParamsToSymbol;cudaGraphMemcpyNodeSetParamsFromSymbol;cudaGraphMemcpyNodeSetParamsToSymbol;cudaMemcpyFromSymbol;cudaMemcpyToSymbol
driver,Module Management,module_library_entrypoint,10,cuModuleGetLoadingMode,CUresult cuModuleGetLoadingMode ( CUmoduleLoadingMode * mode ),Query lazy loading mode.,yes,no,none,
driver,Module Management,module_library_entrypoint,11,cuModuleLoad,"CUresult cuModuleLoad ( CUmodule * module , const char* fname )",Loads a compute module.,no,,,
driver,Module Management,module_library_entrypoint,12,cuModuleLoadData,"CUresult cuModuleLoadData ( CUmodule * module , const void* image )",Load a module's data.,no,,,
driver,Module Management,module_library_entrypoint,13,cuModuleLoadDataEx,"CUresult cuModuleLoadDataEx ( CUmodule * module , const void* image , unsigned int numOptions , CUjit_option * options , void** optionValues )",Load a module's data with options.,no,,,
driver,Module Management,module_library_entrypoint,14,cuModuleLoadFatBinary,"CUresult cuModuleLoadFatBinary ( CUmodule * module , const void* fatCubin )",Load a module's data.,no,,,
driver,Module Management,module_library_entrypoint,15,cuModuleUnload,CUresult cuModuleUnload ( CUmodule hmod ),Unloads a module.,no,,,
driver,Library Management,module_library_entrypoint,1,cuKernelGetAttribute,"CUresult cuKernelGetAttribute ( int* pi , CUfunction_attribute attrib , CUkernel kernel , CUdevice dev )",Returns information about a kernel.,no,,,
driver,Library Management,module_library_entrypoint,2,cuKernelGetFunction,"CUresult cuKernelGetFunction ( CUfunction * pFunc , CUkernel kernel )",Returns a function handle.,no,,,
driver,Library Management,module_library_entrypoint,3,cuKernelGetLibrary,"CUresult cuKernelGetLibrary ( CUlibrary * pLib , CUkernel kernel )",Returns a library handle.,no,,,
driver,Library Management,module_library_entrypoint,4,cuKernelGetName,"CUresult cuKernelGetName ( const char** name , CUkernel hfunc )",Returns the function name for a CUkernel handle.,no,,,
driver,Library Management,module_library_entrypoint,5,cuKernelGetParamInfo,"CUresult cuKernelGetParamInfo ( CUkernel kernel , size_t paramIndex , size_t* paramOffset , size_t* paramSize )",Returns the offset and size of a kernel parameter in the device-side parameter layout.,no,,,
driver,Library Management,module_library_entrypoint,6,cuKernelSetAttribute,"CUresult cuKernelSetAttribute ( CUfunction_attribute attrib , int val , CUkernel kernel , CUdevice dev )",Sets information about a kernel.,no,,,
driver,Library Management,module_library_entrypoint,7,cuKernelSetCacheConfig,"CUresult cuKernelSetCacheConfig ( CUkernel kernel , CUfunc_cache config , CUdevice dev )",Sets the preferred cache configuration for a device kernel.,no,,,
driver,Library Management,module_library_entrypoint,8,cuLibraryEnumerateKernels,"CUresult cuLibraryEnumerateKernels ( CUkernel * kernels , unsigned int numKernels , CUlibrary lib )",Retrieve the kernel handles within a library.,no,,,
driver,Library Management,module_library_entrypoint,9,cuLibraryGetGlobal,"CUresult cuLibraryGetGlobal ( CUdeviceptr * dptr , size_t* bytes , CUlibrary library , const char* name )",Returns a global device pointer.,no,,,
driver,Library Management,module_library_entrypoint,10,cuLibraryGetKernel,"CUresult cuLibraryGetKernel ( CUkernel * pKernel , CUlibrary library , const char* name )",Returns a kernel handle.,no,,,
driver,Library Management,module_library_entrypoint,11,cuLibraryGetKernelCount,"CUresult cuLibraryGetKernelCount ( unsigned int* count , CUlibrary lib )",Returns the number of kernels within a library.,no,,,
driver,Library Management,module_library_entrypoint,12,cuLibraryGetManaged,"CUresult cuLibraryGetManaged ( CUdeviceptr * dptr , size_t* bytes , CUlibrary library , const char* name )",Returns a pointer to managed memory.,no,,,
driver,Library Management,module_library_entrypoint,13,cuLibraryGetModule,"CUresult cuLibraryGetModule ( CUmodule * pMod , CUlibrary library )",Returns a module handle.,yes,yes,one_to_many,cudaFuncGetAttributes;cudaGraphAddKernelNode;cudaGraphAddMemcpyNodeToSymbol;cudaLaunchKernel;cudaMemcpyToSymbol
driver,Library Management,module_library_entrypoint,14,cuLibraryGetUnifiedFunction,"CUresult cuLibraryGetUnifiedFunction ( void** fptr , CUlibrary library , const char* symbol )",Returns a pointer to a unified function.,no,,,
driver,Library Management,module_library_entrypoint,15,cuLibraryLoadData,"CUresult cuLibraryLoadData ( CUlibrary * library , const void* code , CUjit_option * jitOptions , void** jitOptionsValues , unsigned int numJitOptions , CUlibraryOption * libraryOptions , void** libraryOptionValues , unsigned int numLibraryOptions )",Load a library with specified code and options.,yes,yes,one_to_many,cudaFuncGetAttributes;cudaGraphAddKernelNode;cudaGraphAddMemcpyNodeToSymbol;cudaLaunchKernel;cudaMemcpyToSymbol
driver,Library Management,module_library_entrypoint,16,cuLibraryLoadFromFile,"CUresult cuLibraryLoadFromFile ( CUlibrary * library , const char* fileName , CUjit_option * jitOptions , void** jitOptionsValues , unsigned int numJitOptions , CUlibraryOption * libraryOptions , void** libraryOptionValues , unsigned int numLibraryOptions )",Load a library with specified file and options.,no,,,
driver,Library Management,module_library_entrypoint,17,cuLibraryUnload,CUresult cuLibraryUnload ( CUlibrary library ),Unloads a library.,no,,,
driver,Memory Management,memory_and_addressing,1,cuArray3DCreate,"CUresult cuArray3DCreate ( CUarray * pHandle , const CUDA_ARRAY3D_DESCRIPTOR * pAllocateArray )",Creates a 3D CUDA array.,yes,yes,one_to_many,cudaMalloc3DArray;cudaMallocArray
driver,Memory Management,memory_and_addressing,2,cuArray3DGetDescriptor,"CUresult cuArray3DGetDescriptor ( CUDA_ARRAY3D_DESCRIPTOR * pArrayDescriptor , CUarray hArray )",Get a 3D CUDA array descriptor.,yes,yes,one_to_many,cudaArrayGetInfo;cudaCreateSurfaceObject;cudaCreateTextureObject;cudaGetSurfaceObjectResourceDesc;cudaGetTextureObjectResourceDesc;cudaGetTextureObjectResourceViewDesc;cudaGetTextureObjectTextureDesc;cudaMemcpy2DArrayToArray;cudaMemcpy2DFromArray;cudaMemcpy2DFromArrayAsync;cudaMemcpy2DToArray;cudaMemcpy2DToArrayAsync;cudaMemcpy3DAsync
driver,Memory Management,memory_and_addressing,3,cuArrayCreate,"CUresult cuArrayCreate ( CUarray * pHandle , const CUDA_ARRAY_DESCRIPTOR * pAllocateArray )",Creates a 1D or 2D CUDA array.,no,,,
driver,Memory Management,memory_and_addressing,4,cuArrayDestroy,CUresult cuArrayDestroy ( CUarray hArray ),Destroys a CUDA array.,yes,yes,one_to_one,cudaFreeArray
driver,Memory Management,memory_and_addressing,5,cuArrayGetDescriptor,"CUresult cuArrayGetDescriptor ( CUDA_ARRAY_DESCRIPTOR * pArrayDescriptor , CUarray hArray )",Get a 1D or 2D CUDA array descriptor.,no,,,
driver,Memory Management,memory_and_addressing,6,cuArrayGetMemoryRequirements,"CUresult cuArrayGetMemoryRequirements ( CUDA_ARRAY_MEMORY_REQUIREMENTS * memoryRequirements , CUarray array , CUdevice device )",Returns the memory requirements of a CUDA array.,yes,yes,one_to_one,cudaArrayGetMemoryRequirements
driver,Memory Management,memory_and_addressing,7,cuArrayGetPlane,"CUresult cuArrayGetPlane ( CUarray * pPlaneArray , CUarray hArray , unsigned int planeIdx )",Gets a CUDA array plane from a CUDA array.,yes,yes,one_to_one,cudaArrayGetPlane
driver,Memory Management,memory_and_addressing,8,cuArrayGetSparseProperties,"CUresult cuArrayGetSparseProperties ( CUDA_ARRAY_SPARSE_PROPERTIES * sparseProperties , CUarray array )",Returns the layout properties of a sparse CUDA array.,yes,yes,one_to_one,cudaArrayGetSparseProperties
driver,Memory Management,memory_and_addressing,9,cuDeviceGetByPCIBusId,"CUresult cuDeviceGetByPCIBusId ( CUdevice * dev , const char* pciBusId )",Returns a handle to a compute device.,yes,yes,one_to_one,cudaDeviceGetByPCIBusId
driver,Memory Management,memory_and_addressing,10,cuDeviceGetPCIBusId,"CUresult cuDeviceGetPCIBusId ( char* pciBusId , int len , CUdevice dev )",Returns a PCI Bus Id string for the device.,yes,yes,one_to_one,cudaDeviceGetPCIBusId
driver,Memory Management,memory_and_addressing,11,cuDeviceRegisterAsyncNotification,"CUresult cuDeviceRegisterAsyncNotification ( CUdevice device , CUasyncCallback callbackFunc , void* userData , CUasyncCallbackHandle * callback )",Registers a callback function to receive async notifications.,no,,,
driver,Memory Management,memory_and_addressing,12,cuDeviceUnregisterAsyncNotification,"CUresult cuDeviceUnregisterAsyncNotification ( CUdevice device , CUasyncCallbackHandle callback )",Unregisters an async notification callback.,no,,,
driver,Memory Management,memory_and_addressing,13,cuIpcCloseMemHandle,CUresult cuIpcCloseMemHandle ( CUdeviceptr dptr ),Attempts to close memory mapped with cuIpcOpenMemHandle.,no,,,
driver,Memory Management,memory_and_addressing,14,cuIpcGetEventHandle,"CUresult cuIpcGetEventHandle ( CUipcEventHandle * pHandle , CUevent event )",Gets an interprocess handle for a previously allocated event.,no,,,
driver,Memory Management,memory_and_addressing,15,cuIpcGetMemHandle,"CUresult cuIpcGetMemHandle ( CUipcMemHandle * pHandle , CUdeviceptr dptr )",Gets an interprocess memory handle for an existing device memory allocation.,no,,,
driver,Memory Management,memory_and_addressing,16,cuIpcOpenEventHandle,"CUresult cuIpcOpenEventHandle ( CUevent * phEvent , CUipcEventHandle handle )",Opens an interprocess event handle for use in the current process.,no,,,
driver,Memory Management,memory_and_addressing,17,cuIpcOpenMemHandle,"CUresult cuIpcOpenMemHandle ( CUdeviceptr * pdptr , CUipcMemHandle handle , unsigned int Flags )",Opens an interprocess memory handle exported from another process and returns a device pointer usable in the local process.,no,,,
driver,Memory Management,memory_and_addressing,18,cuMemAlloc,"CUresult cuMemAlloc ( CUdeviceptr * dptr , size_t bytesize )",Allocates device memory.,yes,yes,one_to_one,cudaMalloc
driver,Memory Management,memory_and_addressing,19,cuMemAllocHost,"CUresult cuMemAllocHost ( void** pp , size_t bytesize )",Allocates page-locked host memory.,no,,,
driver,Memory Management,memory_and_addressing,20,cuMemAllocManaged,"CUresult cuMemAllocManaged ( CUdeviceptr * dptr , size_t bytesize , unsigned int flags )",Allocates memory that will be automatically managed by the Unified Memory system.,yes,yes,one_to_one,cudaMallocManaged
driver,Memory Management,memory_and_addressing,21,cuMemAllocPitch,"CUresult cuMemAllocPitch ( CUdeviceptr * dptr , size_t* pPitch , size_t WidthInBytes , size_t Height , unsigned int ElementSizeBytes )",Allocates pitched device memory.,yes,yes,one_to_many,cudaMalloc3D;cudaMallocPitch
driver,Memory Management,memory_and_addressing,22,cuMemFree,CUresult cuMemFree ( CUdeviceptr dptr ),Frees device memory.,yes,yes,one_to_one,cudaFree
driver,Memory Management,memory_and_addressing,23,cuMemFreeHost,CUresult cuMemFreeHost ( void* p ),Frees page-locked host memory.,yes,yes,one_to_one,cudaFreeHost
driver,Memory Management,memory_and_addressing,24,cuMemGetAddressRange,"CUresult cuMemGetAddressRange ( CUdeviceptr * pbase , size_t* psize , CUdeviceptr dptr )",Get information on memory allocations.,no,,,
driver,Memory Management,memory_and_addressing,25,cuMemGetHandleForAddressRange,"CUresult cuMemGetHandleForAddressRange ( void* handle , CUdeviceptr dptr , size_t size , CUmemRangeHandleType handleType , unsigned long long flags )",Retrieve handle for an address range.,no,,,
driver,Memory Management,memory_and_addressing,26,cuMemGetInfo,"CUresult cuMemGetInfo ( size_t* free , size_t* total )",Gets free and total memory.,yes,yes,one_to_one,cudaMemGetInfo
driver,Memory Management,memory_and_addressing,27,cuMemHostAlloc,"CUresult cuMemHostAlloc ( void** pp , size_t bytesize , unsigned int Flags )",Allocates page-locked host memory.,yes,yes,one_to_many,cudaHostAlloc;cudaMallocHost
driver,Memory Management,memory_and_addressing,28,cuMemHostGetDevicePointer,"CUresult cuMemHostGetDevicePointer ( CUdeviceptr * pdptr , void* p , unsigned int Flags )",Passes back device pointer of mapped pinned memory.,yes,yes,one_to_one,cudaHostGetDevicePointer
driver,Memory Management,memory_and_addressing,29,cuMemHostGetFlags,"CUresult cuMemHostGetFlags ( unsigned int* pFlags , void* p )",Passes back flags that were used for a pinned allocation.,yes,yes,one_to_one,cudaHostGetFlags
driver,Memory Management,memory_and_addressing,30,cuMemHostRegister,"CUresult cuMemHostRegister ( void* p , size_t bytesize , unsigned int Flags )",Registers an existing host memory range for use by CUDA.,yes,yes,one_to_one,cudaHostRegister
driver,Memory Management,memory_and_addressing,31,cuMemHostUnregister,CUresult cuMemHostUnregister ( void* p ),Unregisters a memory range that was registered with cuMemHostRegister.,yes,yes,one_to_one,cudaHostUnregister
driver,Memory Management,memory_and_addressing,32,cuMemcpy,"CUresult cuMemcpy ( CUdeviceptr dst , CUdeviceptr src , size_t ByteCount )",Copies memory.,no,,,
driver,Memory Management,memory_and_addressing,33,cuMemcpy2D,CUresult cuMemcpy2D ( const CUDA_MEMCPY2D * pCopy ),Copies memory for 2D arrays.,no,,,
driver,Memory Management,memory_and_addressing,34,cuMemcpy2DAsync,"CUresult cuMemcpy2DAsync ( const CUDA_MEMCPY2D * pCopy , CUstream hStream )",Copies memory for 2D arrays.,no,,,
driver,Memory Management,memory_and_addressing,35,cuMemcpy2DUnaligned,CUresult cuMemcpy2DUnaligned ( const CUDA_MEMCPY2D * pCopy ),Copies memory for 2D arrays.,yes,yes,one_to_one,cudaMemcpy2D
driver,Memory Management,memory_and_addressing,36,cuMemcpy3D,CUresult cuMemcpy3D ( const CUDA_MEMCPY3D * pCopy ),Copies memory for 3D arrays.,yes,yes,one_to_many,cudaMemcpy2DArrayToArray;cudaMemcpy2DFromArray;cudaMemcpy2DToArray;cudaMemcpy3D
driver,Memory Management,memory_and_addressing,37,cuMemcpy3DAsync,"CUresult cuMemcpy3DAsync ( const CUDA_MEMCPY3D * pCopy , CUstream hStream )",Copies memory for 3D arrays.,yes,yes,one_to_many,cudaMemcpy2DFromArrayAsync;cudaMemcpy2DToArrayAsync;cudaMemcpy3DAsync
driver,Memory Management,memory_and_addressing,38,cuMemcpy3DPeer,CUresult cuMemcpy3DPeer ( const CUDA_MEMCPY3D_PEER * pCopy ),Copies memory between contexts.,no,,,
driver,Memory Management,memory_and_addressing,39,cuMemcpy3DPeerAsync,"CUresult cuMemcpy3DPeerAsync ( const CUDA_MEMCPY3D_PEER * pCopy , CUstream hStream )",Copies memory between contexts asynchronously.,no,,,
driver,Memory Management,memory_and_addressing,40,cuMemcpyAsync,"CUresult cuMemcpyAsync ( CUdeviceptr dst , CUdeviceptr src , size_t ByteCount , CUstream hStream )",Copies memory asynchronously.,no,,,
driver,Memory Management,memory_and_addressing,41,cuMemcpyAtoA,"CUresult cuMemcpyAtoA ( CUarray dstArray , size_t dstOffset , CUarray srcArray , size_t srcOffset , size_t ByteCount )",Copies memory from Array to Array.,no,,,
driver,Memory Management,memory_and_addressing,42,cuMemcpyAtoD,"CUresult cuMemcpyAtoD ( CUdeviceptr dstDevice , CUarray srcArray , size_t srcOffset , size_t ByteCount )",Copies memory from Array to Device.,no,,,
driver,Memory Management,memory_and_addressing,43,cuMemcpyAtoH,"CUresult cuMemcpyAtoH ( void* dstHost , CUarray srcArray , size_t srcOffset , size_t ByteCount )",Copies memory from Array to Host.,no,,,
driver,Memory Management,memory_and_addressing,44,cuMemcpyAtoHAsync,"CUresult cuMemcpyAtoHAsync ( void* dstHost , CUarray srcArray , size_t srcOffset , size_t ByteCount , CUstream hStream )",Copies memory from Array to Host.,no,,,
