api_source,module_name,functional_cluster,api_order_in_module,api_name,signature,description
driver,External Resource Interoperability,graphics_external_interop,3,cuExternalMemoryGetMappedBuffer,"CUresult cuExternalMemoryGetMappedBuffer ( CUdeviceptr * devPtr , CUexternalMemory extMem , const CUDA_EXTERNAL_MEMORY_BUFFER_DESC * bufferDesc )",Maps a buffer onto an imported memory object.
driver,External Resource Interoperability,graphics_external_interop,4,cuExternalMemoryGetMappedMipmappedArray,"CUresult cuExternalMemoryGetMappedMipmappedArray ( CUmipmappedArray * mipmap , CUexternalMemory extMem , const CUDA_EXTERNAL_MEMORY_MIPMAPPED_ARRAY_DESC * mipmapDesc )",Maps a CUDA mipmapped array onto an external memory object.
driver,External Resource Interoperability,graphics_external_interop,5,cuImportExternalMemory,"CUresult cuImportExternalMemory ( CUexternalMemory * extMem_out , const CUDA_EXTERNAL_MEMORY_HANDLE_DESC * memHandleDesc )",Imports an external memory object.
driver,External Resource Interoperability,graphics_external_interop,6,cuImportExternalSemaphore,"CUresult cuImportExternalSemaphore ( CUexternalSemaphore * extSem_out , const CUDA_EXTERNAL_SEMAPHORE_HANDLE_DESC * semHandleDesc )",Imports an external semaphore.
driver,External Resource Interoperability,graphics_external_interop,7,cuSignalExternalSemaphoresAsync,"CUresult cuSignalExternalSemaphoresAsync ( const CUexternalSemaphore * extSemArray , const CUDA_EXTERNAL_SEMAPHORE_SIGNAL_PARAMS * paramsArray , unsigned int numExtSems , CUstream stream )",Signals a set of external semaphore objects.
driver,External Resource Interoperability,graphics_external_interop,8,cuWaitExternalSemaphoresAsync,"CUresult cuWaitExternalSemaphoresAsync ( const CUexternalSemaphore * extSemArray , const CUDA_EXTERNAL_SEMAPHORE_WAIT_PARAMS * paramsArray , unsigned int numExtSems , CUstream stream )",Waits on a set of external semaphore objects.
driver,Stream Memory Operations,memory_and_addressing,1,cuStreamBatchMemOp,"CUresult cuStreamBatchMemOp ( CUstream stream , unsigned int count , CUstreamBatchMemOpParams * paramArray , unsigned int flags )",Batch operations to synchronize the stream via memory operations.
driver,Stream Memory Operations,memory_and_addressing,2,cuStreamWaitValue32,"CUresult cuStreamWaitValue32 ( CUstream stream , CUdeviceptr addr , cuuint32_t value , unsigned int flags )",Wait on a memory location.
driver,Stream Memory Operations,memory_and_addressing,3,cuStreamWaitValue64,"CUresult cuStreamWaitValue64 ( CUstream stream , CUdeviceptr addr , cuuint64_t value , unsigned int flags )",Wait on a memory location.
driver,Stream Memory Operations,memory_and_addressing,4,cuStreamWriteValue32,"CUresult cuStreamWriteValue32 ( CUstream stream , CUdeviceptr addr , cuuint32_t value , unsigned int flags )",Write a value to memory.
driver,Stream Memory Operations,memory_and_addressing,5,cuStreamWriteValue64,"CUresult cuStreamWriteValue64 ( CUstream stream , CUdeviceptr addr , cuuint64_t value , unsigned int flags )",Write a value to memory.
driver,Execution Control,execution_and_launch,1,cuFuncGetAttribute,"CUresult cuFuncGetAttribute ( int* pi , CUfunction_attribute attrib , CUfunction hfunc )",Returns information about a function.
driver,Execution Control,execution_and_launch,2,cuFuncGetModule,"CUresult cuFuncGetModule ( CUmodule * hmod , CUfunction hfunc )",Returns a module handle.
driver,Execution Control,execution_and_launch,3,cuFuncGetName,"CUresult cuFuncGetName ( const char** name , CUfunction hfunc )",Returns the function name for a CUfunction handle.
driver,Execution Control,execution_and_launch,4,cuFuncGetParamInfo,"CUresult cuFuncGetParamInfo ( CUfunction func , size_t paramIndex , size_t* paramOffset , size_t* paramSize )",Returns the offset and size of a kernel parameter in the device-side parameter layout.
driver,Execution Control,execution_and_launch,5,cuFuncIsLoaded,"CUresult cuFuncIsLoaded ( CUfunctionLoadingState* state , CUfunction function )",Returns if the function is loaded.
driver,Execution Control,execution_and_launch,6,cuFuncLoad,CUresult cuFuncLoad ( CUfunction function ),Loads a function.
driver,Execution Control,execution_and_launch,7,cuFuncSetAttribute,"CUresult cuFuncSetAttribute ( CUfunction hfunc , CUfunction_attribute attrib , int value )",Sets information about a function.
driver,Execution Control,execution_and_launch,8,cuFuncSetCacheConfig,"CUresult cuFuncSetCacheConfig ( CUfunction hfunc , CUfunc_cache config )",Sets the preferred cache configuration for a device function.
driver,Execution Control,execution_and_launch,9,cuLaunchCooperativeKernel,"CUresult cuLaunchCooperativeKernel ( CUfunction f , unsigned int gridDimX , unsigned int gridDimY , unsigned int gridDimZ , unsigned int blockDimX , unsigned int blockDimY , unsigned int blockDimZ , unsigned int sharedMemBytes , CUstream hStream , void** kernelParams )",Launches a CUDA function CUfunction or a CUDA kernel CUkernel where thread blocks can cooperate and synchronize as they execute.
driver,Execution Control,execution_and_launch,10,cuLaunchCooperativeKernelMultiDevice,"CUresult cuLaunchCooperativeKernelMultiDevice ( CUDA_LAUNCH_PARAMS * launchParamsList , unsigned int numDevices , unsigned int flags )",Launches CUDA functions on multiple devices where thread blocks can cooperate and synchronize as they execute.
driver,Execution Control,execution_and_launch,11,cuLaunchHostFunc,"CUresult cuLaunchHostFunc ( CUstream hStream , CUhostFn fn , void* userData )",Enqueues a host function call in a stream.
driver,Execution Control,execution_and_launch,12,cuLaunchKernel,"CUresult cuLaunchKernel ( CUfunction f , unsigned int gridDimX , unsigned int gridDimY , unsigned int gridDimZ , unsigned int blockDimX , unsigned int blockDimY , unsigned int blockDimZ , unsigned int sharedMemBytes , CUstream hStream , void** kernelParams , void** extra )",Launches a CUDA function CUfunction or a CUDA kernel CUkernel.
driver,Execution Control,execution_and_launch,13,cuLaunchKernelEx,"CUresult cuLaunchKernelEx ( const CUlaunchConfig * config , CUfunction f , void** kernelParams , void** extra )",Launches a CUDA function CUfunction or a CUDA kernel CUkernel with launch-time configuration.
driver,Graph Management,graph_management,1,cuDeviceGetGraphMemAttribute,"CUresult cuDeviceGetGraphMemAttribute ( CUdevice device , CUgraphMem_attribute attr , void* value )",Query asynchronous allocation attributes related to graphs.
driver,Graph Management,graph_management,2,cuDeviceGraphMemTrim,CUresult cuDeviceGraphMemTrim ( CUdevice device ),Free unused memory that was cached on the specified device for use with graphs back to the OS.
driver,Graph Management,graph_management,3,cuDeviceSetGraphMemAttribute,"CUresult cuDeviceSetGraphMemAttribute ( CUdevice device , CUgraphMem_attribute attr , void* value )",Set asynchronous allocation attributes related to graphs.
driver,Graph Management,graph_management,4,cuGraphAddBatchMemOpNode,"CUresult cuGraphAddBatchMemOpNode ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , size_t numDependencies , const CUDA_BATCH_MEM_OP_NODE_PARAMS* nodeParams )",Creates a batch memory operation node and adds it to a graph.
driver,Graph Management,graph_management,5,cuGraphAddChildGraphNode,"CUresult cuGraphAddChildGraphNode ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , size_t numDependencies , CUgraph childGraph )",Creates a child graph node and adds it to a graph.
driver,Graph Management,graph_management,6,cuGraphAddDependencies,"CUresult cuGraphAddDependencies ( CUgraph hGraph , const CUgraphNode * from , const CUgraphNode * to , size_t numDependencies )",Adds dependency edges to a graph.
driver,Graph Management,graph_management,7,cuGraphAddDependencies_v2,"CUresult cuGraphAddDependencies_v2 ( CUgraph hGraph , const CUgraphNode * from , const CUgraphNode * to , const CUgraphEdgeData * edgeData , size_t numDependencies )",Adds dependency edges to a graph (12.3+).
driver,Graph Management,graph_management,8,cuGraphAddEmptyNode,"CUresult cuGraphAddEmptyNode ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , size_t numDependencies )",Creates an empty node and adds it to a graph.
driver,Graph Management,graph_management,9,cuGraphAddEventRecordNode,"CUresult cuGraphAddEventRecordNode ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , size_t numDependencies , CUevent event )",Creates an event record node and adds it to a graph.
driver,Graph Management,graph_management,10,cuGraphAddEventWaitNode,"CUresult cuGraphAddEventWaitNode ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , size_t numDependencies , CUevent event )",Creates an event wait node and adds it to a graph.
driver,Graph Management,graph_management,11,cuGraphAddExternalSemaphoresSignalNode,"CUresult cuGraphAddExternalSemaphoresSignalNode ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , size_t numDependencies , const CUDA_EXT_SEM_SIGNAL_NODE_PARAMS * nodeParams )",Creates an external semaphore signal node and adds it to a graph.
driver,Graph Management,graph_management,12,cuGraphAddExternalSemaphoresWaitNode,"CUresult cuGraphAddExternalSemaphoresWaitNode ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , size_t numDependencies , const CUDA_EXT_SEM_WAIT_NODE_PARAMS * nodeParams )",Creates an external semaphore wait node and adds it to a graph.
driver,Graph Management,graph_management,13,cuGraphAddHostNode,"CUresult cuGraphAddHostNode ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , size_t numDependencies , const CUDA_HOST_NODE_PARAMS * nodeParams )",Creates a host execution node and adds it to a graph.
driver,Graph Management,graph_management,14,cuGraphAddKernelNode,"CUresult cuGraphAddKernelNode ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , size_t numDependencies , const CUDA_KERNEL_NODE_PARAMS * nodeParams )",Creates a kernel execution node and adds it to a graph.
driver,Graph Management,graph_management,15,cuGraphAddMemAllocNode,"CUresult cuGraphAddMemAllocNode ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , size_t numDependencies , CUDA_MEM_ALLOC_NODE_PARAMS * nodeParams )",Creates an allocation node and adds it to a graph.
driver,Graph Management,graph_management,16,cuGraphAddMemFreeNode,"CUresult cuGraphAddMemFreeNode ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , size_t numDependencies , CUdeviceptr dptr )",Creates a memory free node and adds it to a graph.
driver,Graph Management,graph_management,17,cuGraphAddMemcpyNode,"CUresult cuGraphAddMemcpyNode ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , size_t numDependencies , const CUDA_MEMCPY3D * copyParams , CUcontext ctx )",Creates a memcpy node and adds it to a graph.
driver,Graph Management,graph_management,18,cuGraphAddMemsetNode,"CUresult cuGraphAddMemsetNode ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , size_t numDependencies , const CUDA_MEMSET_NODE_PARAMS * memsetParams , CUcontext ctx )",Creates a memset node and adds it to a graph.
driver,Graph Management,graph_management,19,cuGraphAddNode,"CUresult cuGraphAddNode ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , size_t numDependencies , CUgraphNodeParams * nodeParams )",Adds a node of arbitrary type to a graph.
driver,Graph Management,graph_management,20,cuGraphAddNode_v2,"CUresult cuGraphAddNode_v2 ( CUgraphNode * phGraphNode , CUgraph hGraph , const CUgraphNode * dependencies , const CUgraphEdgeData * dependencyData , size_t numDependencies , CUgraphNodeParams * nodeParams )",Adds a node of arbitrary type to a graph (12.3+).
driver,Graph Management,graph_management,21,cuGraphBatchMemOpNodeGetParams,"CUresult cuGraphBatchMemOpNodeGetParams ( CUgraphNode hNode , CUDA_BATCH_MEM_OP_NODE_PARAMS* nodeParams_out )",Returns a batch mem op node's parameters.
driver,Graph Management,graph_management,22,cuGraphBatchMemOpNodeSetParams,"CUresult cuGraphBatchMemOpNodeSetParams ( CUgraphNode hNode , const CUDA_BATCH_MEM_OP_NODE_PARAMS* nodeParams )",Sets a batch mem op node's parameters.
driver,Graph Management,graph_management,23,cuGraphChildGraphNodeGetGraph,"CUresult cuGraphChildGraphNodeGetGraph ( CUgraphNode hNode , CUgraph * phGraph )",Gets a handle to the embedded graph of a child graph node.
driver,Graph Management,graph_management,24,cuGraphClone,"CUresult cuGraphClone ( CUgraph * phGraphClone , CUgraph originalGraph )",Clones a graph.
driver,Graph Management,graph_management,25,cuGraphConditionalHandleCreate,"CUresult cuGraphConditionalHandleCreate ( CUgraphConditionalHandle * pHandle_out , CUgraph hGraph , CUcontext ctx , unsigned int defaultLaunchValue , unsigned int flags )",Create a conditional handle.
driver,Graph Management,graph_management,26,cuGraphCreate,"CUresult cuGraphCreate ( CUgraph * phGraph , unsigned int flags )",Creates a graph.
driver,Graph Management,graph_management,27,cuGraphDebugDotPrint,"CUresult cuGraphDebugDotPrint ( CUgraph hGraph , const char* path , unsigned int flags )",Write a DOT file describing graph structure.
driver,Graph Management,graph_management,28,cuGraphDestroy,CUresult cuGraphDestroy ( CUgraph hGraph ),Destroys a graph.
driver,Graph Management,graph_management,29,cuGraphDestroyNode,CUresult cuGraphDestroyNode ( CUgraphNode hNode ),Remove a node from the graph.
driver,Graph Management,graph_management,30,cuGraphEventRecordNodeGetEvent,"CUresult cuGraphEventRecordNodeGetEvent ( CUgraphNode hNode , CUevent * event_out )",Returns the event associated with an event record node.
driver,Graph Management,graph_management,31,cuGraphEventRecordNodeSetEvent,"CUresult cuGraphEventRecordNodeSetEvent ( CUgraphNode hNode , CUevent event )",Sets an event record node's event.
driver,Graph Management,graph_management,32,cuGraphEventWaitNodeGetEvent,"CUresult cuGraphEventWaitNodeGetEvent ( CUgraphNode hNode , CUevent * event_out )",Returns the event associated with an event wait node.
driver,Graph Management,graph_management,33,cuGraphEventWaitNodeSetEvent,"CUresult cuGraphEventWaitNodeSetEvent ( CUgraphNode hNode , CUevent event )",Sets an event wait node's event.
driver,Graph Management,graph_management,34,cuGraphExecBatchMemOpNodeSetParams,"CUresult cuGraphExecBatchMemOpNodeSetParams ( CUgraphExec hGraphExec , CUgraphNode hNode , const CUDA_BATCH_MEM_OP_NODE_PARAMS* nodeParams )",Sets the parameters for a batch mem op node in the given graphExec.
driver,Graph Management,graph_management,35,cuGraphExecChildGraphNodeSetParams,"CUresult cuGraphExecChildGraphNodeSetParams ( CUgraphExec hGraphExec , CUgraphNode hNode , CUgraph childGraph )",Updates node parameters in the child graph node in the given graphExec.
driver,Graph Management,graph_management,36,cuGraphExecDestroy,CUresult cuGraphExecDestroy ( CUgraphExec hGraphExec ),Destroys an executable graph.
driver,Graph Management,graph_management,37,cuGraphExecEventRecordNodeSetEvent,"CUresult cuGraphExecEventRecordNodeSetEvent ( CUgraphExec hGraphExec , CUgraphNode hNode , CUevent event )",Sets the event for an event record node in the given graphExec.
driver,Graph Management,graph_management,38,cuGraphExecEventWaitNodeSetEvent,"CUresult cuGraphExecEventWaitNodeSetEvent ( CUgraphExec hGraphExec , CUgraphNode hNode , CUevent event )",Sets the event for an event wait node in the given graphExec.
driver,Graph Management,graph_management,39,cuGraphExecExternalSemaphoresSignalNodeSetParams,"CUresult cuGraphExecExternalSemaphoresSignalNodeSetParams ( CUgraphExec hGraphExec , CUgraphNode hNode , const CUDA_EXT_SEM_SIGNAL_NODE_PARAMS * nodeParams )",Sets the parameters for an external semaphore signal node in the given graphExec.
driver,Graph Management,graph_management,40,cuGraphExecExternalSemaphoresWaitNodeSetParams,"CUresult cuGraphExecExternalSemaphoresWaitNodeSetParams ( CUgraphExec hGraphExec , CUgraphNode hNode , const CUDA_EXT_SEM_WAIT_NODE_PARAMS * nodeParams )",Sets the parameters for an external semaphore wait node in the given graphExec.
driver,Graph Management,graph_management,41,cuGraphExecGetFlags,"CUresult cuGraphExecGetFlags ( CUgraphExec hGraphExec , cuuint64_t* flags )",Query the instantiation flags of an executable graph.
driver,Graph Management,graph_management,42,cuGraphExecHostNodeSetParams,"CUresult cuGraphExecHostNodeSetParams ( CUgraphExec hGraphExec , CUgraphNode hNode , const CUDA_HOST_NODE_PARAMS * nodeParams )",Sets the parameters for a host node in the given graphExec.
driver,Graph Management,graph_management,43,cuGraphExecKernelNodeSetParams,"CUresult cuGraphExecKernelNodeSetParams ( CUgraphExec hGraphExec , CUgraphNode hNode , const CUDA_KERNEL_NODE_PARAMS * nodeParams )",Sets the parameters for a kernel node in the given graphExec.
driver,Graph Management,graph_management,44,cuGraphExecMemcpyNodeSetParams,"CUresult cuGraphExecMemcpyNodeSetParams ( CUgraphExec hGraphExec , CUgraphNode hNode , const CUDA_MEMCPY3D * copyParams , CUcontext ctx )",Sets the parameters for a memcpy node in the given graphExec.
driver,Graph Management,graph_management,45,cuGraphExecMemsetNodeSetParams,"CUresult cuGraphExecMemsetNodeSetParams ( CUgraphExec hGraphExec , CUgraphNode hNode , const CUDA_MEMSET_NODE_PARAMS * memsetParams , CUcontext ctx )",Sets the parameters for a memset node in the given graphExec.
driver,Graph Management,graph_management,46,cuGraphExecNodeSetParams,"CUresult cuGraphExecNodeSetParams ( CUgraphExec hGraphExec , CUgraphNode hNode , CUgraphNodeParams * nodeParams )",Update's a graph node's parameters in an instantiated graph.
driver,Graph Management,graph_management,47,cuGraphExecUpdate,"CUresult cuGraphExecUpdate ( CUgraphExec hGraphExec , CUgraph hGraph , CUgraphExecUpdateResultInfo * resultInfo )",Check whether an executable graph can be updated with a graph and perform the update if possible.
driver,Graph Management,graph_management,48,cuGraphExternalSemaphoresSignalNodeGetParams,"CUresult cuGraphExternalSemaphoresSignalNodeGetParams ( CUgraphNode hNode , CUDA_EXT_SEM_SIGNAL_NODE_PARAMS * params_out )",Returns an external semaphore signal node's parameters.
driver,Graph Management,graph_management,49,cuGraphExternalSemaphoresSignalNodeSetParams,"CUresult cuGraphExternalSemaphoresSignalNodeSetParams ( CUgraphNode hNode , const CUDA_EXT_SEM_SIGNAL_NODE_PARAMS * nodeParams )",Sets an external semaphore signal node's parameters.
driver,Graph Management,graph_management,50,cuGraphExternalSemaphoresWaitNodeGetParams,"CUresult cuGraphExternalSemaphoresWaitNodeGetParams ( CUgraphNode hNode , CUDA_EXT_SEM_WAIT_NODE_PARAMS * params_out )",Returns an external semaphore wait node's parameters.
driver,Graph Management,graph_management,51,cuGraphExternalSemaphoresWaitNodeSetParams,"CUresult cuGraphExternalSemaphoresWaitNodeSetParams ( CUgraphNode hNode , const CUDA_EXT_SEM_WAIT_NODE_PARAMS * nodeParams )",Sets an external semaphore wait node's parameters.
driver,Graph Management,graph_management,52,cuGraphGetEdges,"CUresult cuGraphGetEdges ( CUgraph hGraph , CUgraphNode * from , CUgraphNode * to , size_t* numEdges )",Returns a graph's dependency edges.
driver,Graph Management,graph_management,53,cuGraphGetEdges_v2,"CUresult cuGraphGetEdges_v2 ( CUgraph hGraph , CUgraphNode * from , CUgraphNode * to , CUgraphEdgeData * edgeData , size_t* numEdges )",Returns a graph's dependency edges (12.3+).
driver,Graph Management,graph_management,54,cuGraphGetNodes,"CUresult cuGraphGetNodes ( CUgraph hGraph , CUgraphNode * nodes , size_t* numNodes )",Returns a graph's nodes.
driver,Graph Management,graph_management,55,cuGraphGetRootNodes,"CUresult cuGraphGetRootNodes ( CUgraph hGraph , CUgraphNode * rootNodes , size_t* numRootNodes )",Returns a graph's root nodes.
driver,Graph Management,graph_management,56,cuGraphHostNodeGetParams,"CUresult cuGraphHostNodeGetParams ( CUgraphNode hNode , CUDA_HOST_NODE_PARAMS * nodeParams )",Returns a host node's parameters.
driver,Graph Management,graph_management,57,cuGraphHostNodeSetParams,"CUresult cuGraphHostNodeSetParams ( CUgraphNode hNode , const CUDA_HOST_NODE_PARAMS * nodeParams )",Sets a host node's parameters.
driver,Graph Management,graph_management,58,cuGraphInstantiate,"CUresult cuGraphInstantiate ( CUgraphExec * phGraphExec , CUgraph hGraph , unsigned long long flags )",Creates an executable graph from a graph.
driver,Graph Management,graph_management,59,cuGraphInstantiateWithParams,"CUresult cuGraphInstantiateWithParams ( CUgraphExec * phGraphExec , CUgraph hGraph , CUDA_GRAPH_INSTANTIATE_PARAMS * instantiateParams )",Creates an executable graph from a graph.
driver,Graph Management,graph_management,60,cuGraphKernelNodeCopyAttributes,"CUresult cuGraphKernelNodeCopyAttributes ( CUgraphNode dst , CUgraphNode src )",Copies attributes from source node to destination node.
driver,Graph Management,graph_management,61,cuGraphKernelNodeGetAttribute,"CUresult cuGraphKernelNodeGetAttribute ( CUgraphNode hNode , CUkernelNodeAttrID attr , CUkernelNodeAttrValue * value_out )",Queries node attribute.
driver,Graph Management,graph_management,62,cuGraphKernelNodeGetParams,"CUresult cuGraphKernelNodeGetParams ( CUgraphNode hNode , CUDA_KERNEL_NODE_PARAMS * nodeParams )",Returns a kernel node's parameters.
driver,Graph Management,graph_management,63,cuGraphKernelNodeSetAttribute,"CUresult cuGraphKernelNodeSetAttribute ( CUgraphNode hNode , CUkernelNodeAttrID attr , const CUkernelNodeAttrValue * value )",Sets node attribute.
driver,Graph Management,graph_management,64,cuGraphKernelNodeSetParams,"CUresult cuGraphKernelNodeSetParams ( CUgraphNode hNode , const CUDA_KERNEL_NODE_PARAMS * nodeParams )",Sets a kernel node's parameters.
driver,Graph Management,graph_management,65,cuGraphLaunch,"CUresult cuGraphLaunch ( CUgraphExec hGraphExec , CUstream hStream )",Launches an executable graph in a stream.
driver,Graph Management,graph_management,66,cuGraphMemAllocNodeGetParams,"CUresult cuGraphMemAllocNodeGetParams ( CUgraphNode hNode , CUDA_MEM_ALLOC_NODE_PARAMS * params_out )",Returns a memory alloc node's parameters.
driver,Graph Management,graph_management,67,cuGraphMemFreeNodeGetParams,"CUresult cuGraphMemFreeNodeGetParams ( CUgraphNode hNode , CUdeviceptr * dptr_out )",Returns a memory free node's parameters.
driver,Graph Management,graph_management,68,cuGraphMemcpyNodeGetParams,"CUresult cuGraphMemcpyNodeGetParams ( CUgraphNode hNode , CUDA_MEMCPY3D * nodeParams )",Returns a memcpy node's parameters.
driver,Graph Management,graph_management,69,cuGraphMemcpyNodeSetParams,"CUresult cuGraphMemcpyNodeSetParams ( CUgraphNode hNode , const CUDA_MEMCPY3D * nodeParams )",Sets a memcpy node's parameters.
driver,Graph Management,graph_management,70,cuGraphMemsetNodeGetParams,"CUresult cuGraphMemsetNodeGetParams ( CUgraphNode hNode , CUDA_MEMSET_NODE_PARAMS * nodeParams )",Returns a memset node's parameters.
driver,Graph Management,graph_management,71,cuGraphMemsetNodeSetParams,"CUresult cuGraphMemsetNodeSetParams ( CUgraphNode hNode , const CUDA_MEMSET_NODE_PARAMS * nodeParams )",Sets a memset node's parameters.
driver,Graph Management,graph_management,72,cuGraphNodeFindInClone,"CUresult cuGraphNodeFindInClone ( CUgraphNode * phNode , CUgraphNode hOriginalNode , CUgraph hClonedGraph )",Finds a cloned version of a node.
driver,Graph Management,graph_management,73,cuGraphNodeGetDependencies,"CUresult cuGraphNodeGetDependencies ( CUgraphNode hNode , CUgraphNode * dependencies , size_t* numDependencies )",Returns a node's dependencies.
driver,Graph Management,graph_management,74,cuGraphNodeGetDependencies_v2,"CUresult cuGraphNodeGetDependencies_v2 ( CUgraphNode hNode , CUgraphNode * dependencies , CUgraphEdgeData * edgeData , size_t* numDependencies )",Returns a node's dependencies (12.3+).
driver,Graph Management,graph_management,75,cuGraphNodeGetDependentNodes,"CUresult cuGraphNodeGetDependentNodes ( CUgraphNode hNode , CUgraphNode * dependentNodes , size_t* numDependentNodes )",Returns a node's dependent nodes.
driver,Graph Management,graph_management,76,cuGraphNodeGetDependentNodes_v2,"CUresult cuGraphNodeGetDependentNodes_v2 ( CUgraphNode hNode , CUgraphNode * dependentNodes , CUgraphEdgeData * edgeData , size_t* numDependentNodes )",Returns a node's dependent nodes (12.3+).
driver,Graph Management,graph_management,77,cuGraphNodeGetEnabled,"CUresult cuGraphNodeGetEnabled ( CUgraphExec hGraphExec , CUgraphNode hNode , unsigned int* isEnabled )",Query whether a node in the given graphExec is enabled.
driver,Graph Management,graph_management,78,cuGraphNodeGetType,"CUresult cuGraphNodeGetType ( CUgraphNode hNode , CUgraphNodeType * type )",Returns a node's type.
driver,Graph Management,graph_management,79,cuGraphNodeSetEnabled,"CUresult cuGraphNodeSetEnabled ( CUgraphExec hGraphExec , CUgraphNode hNode , unsigned int isEnabled )",Enables or disables the specified node in the given graphExec.
driver,Graph Management,graph_management,80,cuGraphNodeSetParams,"CUresult cuGraphNodeSetParams ( CUgraphNode hNode , CUgraphNodeParams * nodeParams )",Update's a graph node's parameters.
driver,Graph Management,graph_management,81,cuGraphReleaseUserObject,"CUresult cuGraphReleaseUserObject ( CUgraph graph , CUuserObject object , unsigned int count )",Release a user object reference from a graph.
driver,Graph Management,graph_management,82,cuGraphRemoveDependencies,"CUresult cuGraphRemoveDependencies ( CUgraph hGraph , const CUgraphNode * from , const CUgraphNode * to , size_t numDependencies )",Removes dependency edges from a graph.
driver,Graph Management,graph_management,83,cuGraphRemoveDependencies_v2,"CUresult cuGraphRemoveDependencies_v2 ( CUgraph hGraph , const CUgraphNode * from , const CUgraphNode * to , const CUgraphEdgeData * edgeData , size_t numDependencies )",Removes dependency edges from a graph (12.3+).
driver,Graph Management,graph_management,84,cuGraphRetainUserObject,"CUresult cuGraphRetainUserObject ( CUgraph graph , CUuserObject object , unsigned int count , unsigned int flags )",Retain a reference to a user object from a graph.
driver,Graph Management,graph_management,85,cuGraphUpload,"CUresult cuGraphUpload ( CUgraphExec hGraphExec , CUstream hStream )",Uploads an executable graph in a stream.
driver,Graph Management,graph_management,86,cuUserObjectCreate,"CUresult cuUserObjectCreate ( CUuserObject * object_out , void* ptr , CUhostFn destroy , unsigned int initialRefcount , unsigned int flags )",Create a user object.
driver,Graph Management,graph_management,87,cuUserObjectRelease,"CUresult cuUserObjectRelease ( CUuserObject object , unsigned int count )",Release a reference to a user object.
driver,Graph Management,graph_management,88,cuUserObjectRetain,"CUresult cuUserObjectRetain ( CUuserObject object , unsigned int count )",Retain a reference to a user object.
driver,Occupancy,execution_and_launch,1,cuOccupancyAvailableDynamicSMemPerBlock,"CUresult cuOccupancyAvailableDynamicSMemPerBlock ( size_t* dynamicSmemSize , CUfunction func , int numBlocks , int blockSize )",Returns dynamic shared memory available per block when launching numBlocks blocks on SM.
driver,Occupancy,execution_and_launch,2,cuOccupancyMaxActiveBlocksPerMultiprocessor,"CUresult cuOccupancyMaxActiveBlocksPerMultiprocessor ( int* numBlocks , CUfunction func , int blockSize , size_t dynamicSMemSize )",Returns occupancy of a function.
driver,Occupancy,execution_and_launch,3,cuOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,"CUresult cuOccupancyMaxActiveBlocksPerMultiprocessorWithFlags ( int* numBlocks , CUfunction func , int blockSize , size_t dynamicSMemSize , unsigned int flags )",Returns occupancy of a function.
driver,Occupancy,execution_and_launch,4,cuOccupancyMaxActiveClusters,"CUresult cuOccupancyMaxActiveClusters ( int* numClusters , CUfunction func , const CUlaunchConfig * config )","Given the kernel function ( func ) and launch configuration ( config ), return the maximum number of clusters that could co-exist on the target device in *numClusters ."
driver,Occupancy,execution_and_launch,5,cuOccupancyMaxPotentialBlockSize,"CUresult cuOccupancyMaxPotentialBlockSize ( int* minGridSize , int* blockSize , CUfunction func , CUoccupancyB2DSize blockSizeToDynamicSMemSize , size_t dynamicSMemSize , int blockSizeLimit )",Suggest a launch configuration with reasonable occupancy.
driver,Occupancy,execution_and_launch,6,cuOccupancyMaxPotentialBlockSizeWithFlags,"CUresult cuOccupancyMaxPotentialBlockSizeWithFlags ( int* minGridSize , int* blockSize , CUfunction func , CUoccupancyB2DSize blockSizeToDynamicSMemSize , size_t dynamicSMemSize , int blockSizeLimit , unsigned int flags )",Suggest a launch configuration with reasonable occupancy.
driver,Occupancy,execution_and_launch,7,cuOccupancyMaxPotentialClusterSize,"CUresult cuOccupancyMaxPotentialClusterSize ( int* clusterSize , CUfunction func , const CUlaunchConfig * config )","Given the kernel function ( func ) and launch configuration ( config ), return the maximum cluster size in *clusterSize ."
